N	M	D	H	PowerDemand
4445	7	5	4	429
4446	7	5	5	429
4447	7	5	6	874.333333333333
4448	7	5	7	9874
4449	7	5	8	6168
4450	7	5	9	6168
4451	7	5	10	8641.2
4452	7	5	11	8552.6
4453	7	5	12	7866.1
4454	7	5	13	849
4455	7	5	14	5481.5
4456	7	5	15	9187.5
4457	7	5	16	4820.33333333333
4458	7	5	17	729
4459	7	5	18	729
4460	7	5	19	994.333333333333
4461	7	5	20	729
4462	7	5	21	790.393501524835
4463	7	5	22	866.2
4464	7	5	23	566.2
4465	7	6	0	566.2
4466	7	6	1	566.2
4467	7	6	2	566.2
4468	7	6	3	484.79528299408
4469	7	6	4	429
4470	7	6	5	429
4471	7	6	6	874.333333333333
4472	7	6	7	9874
4473	7	6	8	6168
4474	7	6	9	6168
4475	7	6	10	9141.2
4476	7	6	11	9052.6
4477	7	6	12	7866.1
4478	7	6	13	849
4479	7	6	14	5481.5
4480	7	6	15	9187.5
4481	7	6	16	4820.33333333333
4482	7	6	17	729
4483	7	6	18	729
4484	7	6	19	994.333333333333
4485	7	6	20	729
4486	7	6	21	792.023234440381
4487	7	6	22	866.2
4488	7	6	23	566.2
4489	7	7	0	429
4490	7	7	1	429
4491	7	7	2	429
4492	7	7	3	429
4493	7	7	4	429
4494	7	7	5	429
4495	7	7	6	609
4496	7	7	7	609
4497	7	7	8	609
4498	7	7	9	609
4499	7	7	10	609
4500	7	7	11	609
4501	7	7	12	849
4502	7	7	13	849
4503	7	7	14	849
4504	7	7	15	849
4505	7	7	16	849
4506	7	7	17	729
4507	7	7	18	729
4508	7	7	19	729
4509	7	7	20	729
4510	7	7	21	729
4511	7	7	22	729
4512	7	7	23	429
4513	7	8	0	429
4514	7	8	1	429
4515	7	8	2	429
4516	7	8	3	429
4517	7	8	4	429
4518	7	8	5	429
4519	7	8	6	609
4520	7	8	7	609
4521	7	8	8	609
4522	7	8	9	609
4523	7	8	10	609
4524	7	8	11	609
4525	7	8	12	849
4526	7	8	13	849
4527	7	8	14	849
4528	7	8	15	849
4529	7	8	16	849
4530	7	8	17	729
4531	7	8	18	729
4532	7	8	19	729
4533	7	8	20	729
4534	7	8	21	729
4535	7	8	22	729
4536	7	8	23	429
4537	7	9	0	566.2
4538	7	9	1	566.2
4539	7	9	2	566.2
4540	7	9	3	492.863972542226
4541	7	9	4	429
4542	7	9	5	429
4543	7	9	6	874.333333333333
4544	7	9	7	9874
4545	7	9	8	6168
4546	7	9	9	6168
4547	7	9	10	9141.2
4548	7	9	11	9052.6
4549	7	9	12	7866.1
4550	7	9	13	849
4551	7	9	14	5481.5
4552	7	9	15	9187.5
4553	7	9	16	4820.33333333333
4554	7	9	17	729
4555	7	9	18	729
4556	7	9	19	994.333333333333
4557	7	9	20	729
4558	7	9	21	797.741744555442
4559	7	9	22	866.2
4560	7	9	23	566.2
4561	7	10	0	566.2
4562	7	10	1	566.2
4563	7	10	2	566.2
4564	7	10	3	495.767311988524
4565	7	10	4	429
4566	7	10	5	429
4567	7	10	6	874.333333333333
4568	7	10	7	9874
4569	7	10	8	6168
4570	7	10	9	6168
4571	7	10	10	8641.2
4572	7	10	11	8552.6
4573	7	10	12	7866.1
4574	7	10	13	849
4575	7	10	14	5481.5
4576	7	10	15	9187.5
4577	7	10	16	4820.33333333333
4578	7	10	17	729
4579	7	10	18	729
4580	7	10	19	994.333333333333
4581	7	10	20	729
4582	7	10	21	799.91668056019
4583	7	10	22	866.2
4584	7	10	23	566.2
4585	7	11	0	566.2
4586	7	11	1	566.2
4587	7	11	2	566.2
4588	7	11	3	498.77113254484
4589	7	11	4	429
4590	7	11	5	429
4591	7	11	6	874.333333333333
4592	7	11	7	9874
4593	7	11	8	6168
4594	7	11	9	6168
4595	7	11	10	9141.2
4596	7	11	11	9052.6
4597	7	11	12	7866.1
4598	7	11	13	849
4599	7	11	14	5481.5
4600	7	11	15	9187.5
4601	7	11	16	4820.33333333333
4602	7	11	17	729
4603	7	11	18	729
4604	7	11	19	994.333333333333
4605	7	11	20	729
4606	7	11	21	802.221916791036
4607	7	11	22	866.2
4608	7	11	23	566.2
4609	7	12	0	566.2
4610	7	12	1	566.2
4611	7	12	2	566.2
4612	7	12	3	501.871520005825
4613	7	12	4	429
4614	7	12	5	429
4615	7	12	6	874.333333333333
4616	7	12	7	9874
4617	7	12	8	6168
4618	7	12	9	6168
4619	7	12	10	8641.2
4620	7	12	11	8552.6
4621	7	12	12	7866.1
4622	7	12	13	849
4623	7	12	14	5481.5
4624	7	12	15	9187.5
4625	7	12	16	4820.33333333333
4626	7	12	17	729
4627	7	12	18	729
4628	7	12	19	994.333333333333
4629	7	12	20	729
4630	7	12	21	804.654880721108
4631	7	12	22	866.2
4632	7	12	23	566.2
4633	7	13	0	566.2
4634	7	13	1	566.2
4635	7	13	2	566.2
4636	7	13	3	505.06453225502
4637	7	13	4	429
4638	7	13	5	429
4639	7	13	6	874.333333333333
4640	7	13	7	9874
4641	7	13	8	6168
4642	7	13	9	6168
4643	7	13	10	9141.2
4644	7	13	11	9052.6
4645	7	13	12	7866.1
4646	7	13	13	849
4647	7	13	14	5481.5
4648	7	13	15	9187.5
4649	7	13	16	4820.33333333333
4650	7	13	17	729
4651	7	13	18	729
4652	7	13	19	994.333333333333
4653	7	13	20	729
4654	7	13	21	807.2129341997
4655	7	13	22	866.2
4656	7	13	23	566.2
4657	7	14	0	429
4658	7	14	1	429
4659	7	14	2	429
4660	7	14	3	429
4661	7	14	4	429
4662	7	14	5	429
4663	7	14	6	609
4664	7	14	7	609
4665	7	14	8	609
4666	7	14	9	609
4667	7	14	10	609
4668	7	14	11	609
4669	7	14	12	849
4670	7	14	13	849
4671	7	14	14	849
4672	7	14	15	849
4673	7	14	16	849
4674	7	14	17	729
4675	7	14	18	729
4676	7	14	19	729
4677	7	14	20	729
4678	7	14	21	729
4679	7	14	22	729
4680	7	14	23	429
4681	7	15	0	429
4682	7	15	1	429
4683	7	15	2	429
4684	7	15	3	429
4685	7	15	4	429
4686	7	15	5	429
4687	7	15	6	609
4688	7	15	7	609
4689	7	15	8	609
4690	7	15	9	609
4691	7	15	10	609
4692	7	15	11	609
4693	7	15	12	849
4694	7	15	13	849
4695	7	15	14	849
4696	7	15	15	849
4697	7	15	16	849
4698	7	15	17	729
4699	7	15	18	729
4700	7	15	19	729
4701	7	15	20	729
4702	7	15	21	729
4703	7	15	22	729
4704	7	15	23	429
4705	7	16	0	566.2
4706	7	16	1	566.2
4707	7	16	2	566.2
4708	7	16	3	515.159741093612
4709	7	16	4	429
4710	7	16	5	429
4711	7	16	6	874.333333333333
4712	7	16	7	9874
4713	7	16	8	6168
4714	7	16	9	6168
4715	7	16	10	9141.2
4716	7	16	11	9052.6
4717	7	16	12	7866.1
4718	7	16	13	849
4719	7	16	14	5481.5
4720	7	16	15	9187.5
4721	7	16	16	4820.33333333333
4722	7	16	17	729
4723	7	16	18	729
4724	7	16	19	994.333333333333
4725	7	16	20	729
4726	7	16	21	815.610493939411
4727	7	16	22	866.2
4728	7	16	23	566.2
4729	7	17	0	566.2
4730	7	17	1	566.2
4731	7	17	2	566.2
4732	7	17	3	518.683706111449
4733	7	17	4	429
4734	7	17	5	429
4735	7	17	6	874.333333333333
4736	7	17	7	9874
4737	7	17	8	6168
4738	7	17	9	6168
4739	7	17	10	8641.2
4740	7	17	11	8552.6
4741	7	17	12	7866.1
4742	7	17	13	849
4743	7	17	14	5481.5
4744	7	17	15	9187.5
4745	7	17	16	4820.33333333333
4746	7	17	17	729
4747	7	17	18	729
4748	7	17	19	994.333333333333
4749	7	17	20	729
4750	7	17	21	818.641586220745
4751	7	17	22	866.2
4752	7	17	23	566.2
4753	7	18	0	566.2
4754	7	18	1	566.2
4755	7	18	2	566.2
4756	7	18	3	522.280590955394
4757	7	18	4	429
4758	7	18	5	429
4759	7	18	6	874.333333333333
4760	7	18	7	9874
4761	7	18	8	6168
4762	7	18	9	6168
4763	7	18	10	9141.2
4764	7	18	11	9052.6
4765	7	18	12	7866.1
4766	7	18	13	849
4767	7	18	14	5481.5
4768	7	18	15	9187.5
4769	7	18	16	4820.33333333333
4770	7	18	17	729
4771	7	18	18	729
4772	7	18	19	994.333333333333
4773	7	18	20	729
4774	7	18	21	821.783959501674
4775	7	18	22	866.2
4776	7	18	23	566.2
4777	7	19	0	566.2
4778	7	19	1	566.2
4779	7	19	2	566.2
4780	7	19	3	525.94653161485
4781	7	19	4	429
4782	7	19	5	429
4783	7	19	6	874.333333333333
4784	7	19	7	9874
4785	7	19	8	6168
4786	7	19	9	6168
4787	7	19	10	8641.2
4788	7	19	11	8552.6
4789	7	19	12	7866.1
4790	7	19	13	849
4791	7	19	14	5481.5
4792	7	19	15	9187.5
4793	7	19	16	4820.33333333333
4794	7	19	17	729
4795	7	19	18	729
4796	7	19	19	994.333333333333
4797	7	19	20	729
4798	7	19	21	825.034793527798
4799	7	19	22	866.2
4800	7	19	23	566.2
4801	7	20	0	566.2
4802	7	20	1	566.2
4803	7	20	2	566.2
4804	7	20	3	529.677711803331
4805	7	20	4	429
4806	7	20	5	429
4807	7	20	6	874.333333333333
4808	7	20	7	9874
4809	7	20	8	6168
4810	7	20	9	6168
4811	7	20	10	9141.2
4812	7	20	11	9052.6
4813	7	20	12	7866.1
4814	7	20	13	849
4815	7	20	14	5481.5
4816	7	20	15	9187.5
4817	7	20	16	4820.33333333333
4818	7	20	17	729
4819	7	20	18	729
4820	7	20	19	994.333333333333
4821	7	20	20	729
4822	7	20	21	828.391267228586
4823	7	20	22	866.2
4824	7	20	23	566.2
4825	7	21	0	429
4826	7	21	1	429
4827	7	21	2	429
4828	7	21	3	429
4829	7	21	4	429
4830	7	21	5	429
4831	7	21	6	609
4832	7	21	7	609
4833	7	21	8	609
4834	7	21	9	609
4835	7	21	10	609
4836	7	21	11	609
4837	7	21	12	849
4838	7	21	13	849
4839	7	21	14	849
4840	7	21	15	849
4841	7	21	16	849
4842	7	21	17	729
4843	7	21	18	729
4844	7	21	19	729
4845	7	21	20	729
4846	7	21	21	729
4847	7	21	22	729
4848	7	21	23	429
4849	7	22	0	429
4850	7	22	1	429
4851	7	22	2	429
4852	7	22	3	429
4853	7	22	4	429
4854	7	22	5	429
4855	7	22	6	609
4856	7	22	7	609
4857	7	22	8	609
4858	7	22	9	609
4859	7	22	10	609
4860	7	22	11	609
4861	7	22	12	849
4862	7	22	13	849
4863	7	22	14	849
4864	7	22	15	849
4865	7	22	16	849
4866	7	22	17	729
4867	7	22	18	729
4868	7	22	19	729
4869	7	22	20	729
4870	7	22	21	729
4871	7	22	22	729
4872	7	22	23	429
4873	7	23	0	566.2
4874	7	23	1	566.2
4875	7	23	2	566.2
4876	7	23	3	541.225406387601
4877	7	23	4	429
4878	7	23	5	429
4879	7	23	6	874.333333333333
4880	7	23	7	9874
4881	7	23	8	6168
4882	7	23	9	6168
4883	7	23	10	9141.2
4884	7	23	11	9052.6
4885	7	23	12	7866.1
4886	7	23	13	849
4887	7	23	14	5481.5
4888	7	23	15	9187.5
4889	7	23	16	4820.33333333333
4890	7	23	17	729
4891	7	23	18	729
4892	7	23	19	994.333333333333
4893	7	23	20	729
4894	7	23	21	839.066439797331
4895	7	23	22	866.2
4896	7	23	23	566.2
4897	7	24	0	566.2
4898	7	24	1	566.2
4899	7	24	2	566.2
4900	7	24	3	545.180602891202
4901	7	24	4	429
4902	7	24	5	429
4903	7	24	6	874.333333333333
4904	7	24	7	9874
4905	7	24	8	6168
4906	7	24	9	6168
4907	7	24	10	8641.2
4908	7	24	11	8552.6
4909	7	24	12	7866.1
4910	7	24	13	849
4911	7	24	14	5481.5
4912	7	24	15	9187.5
4913	7	24	16	4820.33333333333
4914	7	24	17	729
4915	7	24	18	729
4916	7	24	19	994.333333333333
4917	7	24	20	729
4918	7	24	21	842.817466512157
4919	7	24	22	866.2
4920	7	24	23	566.2
4921	7	25	0	566.2
4922	7	25	1	566.2
4923	7	25	2	566.2
4924	7	25	3	549.182930291309
4925	7	25	4	429
4926	7	25	5	429
4927	7	25	6	874.333333333333
4928	7	25	7	9874
4929	7	25	8	6168
4930	7	25	9	6168
4931	7	25	10	9141.2
4932	7	25	11	9052.6
4933	7	25	12	7866.1
4934	7	25	13	849
4935	7	25	14	5481.5
4936	7	25	15	9187.5
4937	7	25	16	4820.33333333333
4938	7	25	17	729
4939	7	25	18	729
4940	7	25	19	994.333333333333
4941	7	25	20	729
4942	7	25	21	846.660227863866
4943	7	25	22	866.2
4944	7	25	23	566.2
4945	7	26	0	566.2
4946	7	26	1	566.2
4947	7	26	2	566.2
4948	7	26	3	553.229003329914
4949	7	26	4	429
4950	7	26	5	429
4951	7	26	6	874.333333333333
4952	7	26	7	9874
4953	7	26	8	6168
4954	7	26	9	6168
4955	7	26	10	8641.2
4956	7	26	11	8552.6
4957	7	26	12	7866.1
4958	7	26	13	849
4959	7	26	14	5481.5
4960	7	26	15	9187.5
4961	7	26	16	4820.33333333333
4962	7	26	17	729
4963	7	26	18	729
4964	7	26	19	994.333333333333
4965	7	26	20	729
4966	7	26	21	850.592016809258
4967	7	26	22	866.2
4968	7	26	23	566.2
4969	7	27	0	566.2
4970	7	27	1	566.2
4971	7	27	2	566.2
4972	7	27	3	557.315526568122
4973	7	27	4	429
4974	7	27	5	429
4975	7	27	6	874.333333333333
4976	7	27	7	9874
4977	7	27	8	6168
4978	7	27	9	6168
4979	7	27	10	9141.2
4980	7	27	11	9052.6
4981	7	27	12	7866.1
4982	7	27	13	849
4983	7	27	14	5481.5
4984	7	27	15	9187.5
4985	7	27	16	4820.33333333333
4986	7	27	17	729
4987	7	27	18	729
4988	7	27	19	994.333333333333
4989	7	27	20	729
4990	7	27	21	854.610159588628
4991	7	27	22	866.2
4992	7	27	23	566.2
4993	7	28	0	429
4994	7	28	1	429
4995	7	28	2	429
4996	7	28	3	429
4997	7	28	4	429
4998	7	28	5	429
4999	7	28	6	609
5000	7	28	7	609
5001	7	28	8	609
5002	7	28	9	609
5003	7	28	10	609
5004	7	28	11	609
5005	7	28	12	849
5006	7	28	13	849
5007	7	28	14	849
5008	7	28	15	849
5009	7	28	16	849
5010	7	28	17	729
5011	7	28	18	729
5012	7	28	19	729
5013	7	28	20	729
5014	7	28	21	729
5015	7	28	22	729
5016	7	28	23	429
5017	7	29	0	429
5018	7	29	1	429
5019	7	29	2	429
5020	7	29	3	429
5021	7	29	4	429
5022	7	29	5	429
5023	7	29	6	609
5024	7	29	7	609
5025	7	29	8	609
5026	7	29	9	609
5027	7	29	10	609
5028	7	29	11	609
5029	7	29	12	849
5030	7	29	13	849
5031	7	29	14	849
5032	7	29	15	849
5033	7	29	16	849
5034	7	29	17	729
5035	7	29	18	729
5036	7	29	19	729
5037	7	29	20	729
5038	7	29	21	729
5039	7	29	22	729
5040	7	29	23	429
5041	7	30	0	566.2
5042	7	30	1	566.2
5043	7	30	2	566.2
5044	7	30	3	566.2
5045	7	30	4	432.586260952698
5046	7	30	5	429
5047	7	30	6	874.333333333333
5048	7	30	7	9874
5049	7	30	8	6168
5050	7	30	9	6168
5051	7	30	10	9141.2
5052	7	30	11	9052.6
5053	7	30	12	7866.1
5054	7	30	13	849
5055	7	30	14	5481.5
5056	7	30	15	9187.5
5057	7	30	16	4820.33333333333
5058	7	30	17	729
5059	7	30	18	729
5060	7	30	19	994.333333333333
5061	7	30	20	729.956525145388
5062	7	30	21	866.2
5063	7	30	22	866.2
5064	7	30	23	566.2
5065	7	31	0	566.2
5066	7	31	1	566.2
5067	7	31	2	566.2
5068	7	31	3	566.2
5069	7	31	4	436.80353980349
5070	7	31	5	429
5071	7	31	6	874.333333333333
5072	7	31	7	9874
5073	7	31	8	6168
5074	7	31	9	6168
5075	7	31	10	8641.2
5076	7	31	11	8552.6
5077	7	31	12	7866.1
5078	7	31	13	849
5079	7	31	14	5481.5
5080	7	31	15	9187.5
5081	7	31	16	4820.33333333333
5082	7	31	17	729
5083	7	31	18	729
5084	7	31	19	994.333333333333
5085	7	31	20	734.294094777822
5086	7	31	21	866.2
5087	7	31	22	866.2
5088	7	31	23	566.2
5089	8	1	0	566.2
5090	8	1	1	566.2
5091	8	1	2	566.2
5092	8	1	3	566.2
5093	8	1	4	441.04624475444
5094	8	1	5	429
5095	8	1	6	874.333333333333
5096	8	1	7	9874
5097	8	1	8	6168
5098	8	1	9	6168
5099	8	1	10	9141.2
5100	8	1	11	9052.6
5101	8	1	12	7866.1
5102	8	1	13	849
5103	8	1	14	5481.5
5104	8	1	15	9187.5
5105	8	1	16	4820.33333333333
5106	8	1	17	729
5107	8	1	18	729
5108	8	1	19	994.333333333333
5109	8	1	20	738.705226108673
5110	8	1	21	866.2
5111	8	1	22	866.2
5112	8	1	23	566.2
5113	8	2	0	566.2
5114	8	2	1	566.2
5115	8	2	2	566.2
5116	8	2	3	566.2
5117	8	2	4	445.311676022578
5118	8	2	5	429
5119	8	2	6	874.333333333333
5120	8	2	7	9874
5121	8	2	8	6168
5122	8	2	9	6168
5123	8	2	10	8641.2
5124	8	2	11	8552.6
5125	8	2	12	7866.1
5126	8	2	13	849
5127	8	2	14	5481.5
5128	8	2	15	9187.5
5129	8	2	16	4820.33333333333
5130	8	2	17	729
5131	8	2	18	729
5132	8	2	19	994.333333333333
5133	8	2	20	743.187485768075
5134	8	2	21	866.2
5135	8	2	22	866.2
5136	8	2	23	566.2
5137	8	3	0	566.2
5138	8	3	1	566.2
5139	8	3	2	566.2
5140	8	3	3	566.2
5141	8	3	4	449.597238328239
5142	8	3	5	429
5143	8	3	6	874.333333333333
5144	8	3	7	9874
5145	8	3	8	6168
5146	8	3	9	6168
5147	8	3	10	9141.2
5148	8	3	11	9052.6
5149	8	3	12	7866.1
5150	8	3	13	849
5151	8	3	14	5481.5
5152	8	3	15	9187.5
5153	8	3	16	4820.33333333333
5154	8	3	17	729
5155	8	3	18	729
5156	8	3	19	994.333333333333
5157	8	3	20	747.738483667616
5158	8	3	21	866.2
5159	8	3	22	866.2
5160	8	3	23	566.2
5161	8	4	0	429
5162	8	4	1	429
5163	8	4	2	429
5164	8	4	3	429
5165	8	4	4	429
5166	8	4	5	429
5167	8	4	6	609
5168	8	4	7	609
5169	8	4	8	609
5170	8	4	9	609
5171	8	4	10	609
5172	8	4	11	609
5173	8	4	12	849
5174	8	4	13	849
5175	8	4	14	849
5176	8	4	15	849
5177	8	4	16	849
5178	8	4	17	729
5179	8	4	18	729
5180	8	4	19	729
5181	8	4	20	729
5182	8	4	21	729
5183	8	4	22	729
5184	8	4	23	429
5185	8	5	0	429
5186	8	5	1	429
5187	8	5	2	429
5188	8	5	3	429
5189	8	5	4	429
5190	8	5	5	429
5191	8	5	6	609
5192	8	5	7	609
5193	8	5	8	609
5194	8	5	9	609
5195	8	5	10	609
5196	8	5	11	609
5197	8	5	12	849
5198	8	5	13	849
5199	8	5	14	849
5200	8	5	15	849
5201	8	5	16	849
5202	8	5	17	729
5203	8	5	18	729
5204	8	5	19	729
5205	8	5	20	729
5206	8	5	21	729
5207	8	5	22	729
5208	8	5	23	429
5209	8	6	0	566.2
5210	8	6	1	566.2
5211	8	6	2	566.2
5212	8	6	3	566.2
5213	8	6	4	462.550333928096
5214	8	6	5	429
5215	8	6	6	874.333333333333
5216	8	6	7	9874
5217	8	6	8	6168
5218	8	6	9	6168
5219	8	6	10	9141.2
5220	8	6	11	9052.6
5221	8	6	12	7866.1
5222	8	6	13	849
5223	8	6	14	5481.5
5224	8	6	15	9187.5
5225	8	6	16	4820.33333333333
5226	8	6	17	729
5227	8	6	18	729
5228	8	6	19	994.333333333333
5229	8	6	20	761.780655386242
5230	8	6	21	866.2
5231	8	6	22	866.2
5232	8	6	23	566.2
5233	8	7	0	566.2
5234	8	7	1	566.2
5235	8	7	2	566.2
5236	8	7	3	566.2
5237	8	7	4	466.892567673058
5238	8	7	5	429
5239	8	7	6	874.333333333333
5240	8	7	7	9874
5241	8	7	8	6168
5242	8	7	9	6168
5243	8	7	10	8641.2
5244	8	7	11	8552.6
5245	8	7	12	7866.1
5246	8	7	13	849
5247	8	7	14	5481.5
5248	8	7	15	9187.5
5249	8	7	16	4820.33333333333
5250	8	7	17	729
5251	8	7	18	729
5252	8	7	19	994.333333333333
5253	8	7	20	766.583569266734
5254	8	7	21	866.2
5255	8	7	22	866.2
5256	8	7	23	566.2
5257	8	8	0	566.2
5258	8	8	1	566.2
5259	8	8	2	566.2
5260	8	8	3	566.2
5261	8	8	4	471.243529548301
5262	8	8	5	429
5263	8	8	6	874.333333333333
5264	8	8	7	9874
5265	8	8	8	6168
5266	8	8	9	6168
5267	8	8	10	9141.2
5268	8	8	11	9052.6
5269	8	8	12	7866.1
5270	8	8	13	849
5271	8	8	14	5481.5
5272	8	8	15	9187.5
5273	8	8	16	4820.33333333333
5274	8	8	17	729
5275	8	8	18	729
5276	8	8	19	994.333333333333
5277	8	8	20	771.443915408138
5278	8	8	21	866.2
5279	8	8	22	866.2
5280	8	8	23	566.2
5281	8	9	0	566.2
5282	8	9	1	566.2
5283	8	9	2	566.2
5284	8	9	3	566.2
5285	8	9	4	475.601250989722
5286	8	9	5	429
5287	8	9	6	874.333333333333
5288	8	9	7	9874
5289	8	9	8	6168
5290	8	9	9	6168
5291	8	9	10	8641.2
5292	8	9	11	8552.6
5293	8	9	12	7866.1
5294	8	9	13	849
5295	8	9	14	5481.5
5296	8	9	15	9187.5
5297	8	9	16	4820.33333333333
5298	8	9	17	729
5299	8	9	18	729
5300	8	9	19	994.333333333333
5301	8	9	20	776.359557732455
5302	8	9	21	866.2
5303	8	9	22	866.2
5304	8	9	23	566.2
5305	8	10	0	566.2
5306	8	10	1	566.2
5307	8	10	2	566.2
5308	8	10	3	566.2
5309	8	10	4	479.963865455756
5310	8	10	5	429
5311	8	10	6	874.333333333333
5312	8	10	7	9874
5313	8	10	8	6168
5314	8	10	9	6168
5315	8	10	10	9141.2
5316	8	10	11	9052.6
5317	8	10	12	7866.1
5318	8	10	13	849
5319	8	10	14	5481.5
5320	8	10	15	9187.5
5321	8	10	16	4820.33333333333
5322	8	10	17	729
5323	8	10	18	729
5324	8	10	19	994.333333333333
5325	8	10	20	781.328399870411
5326	8	10	21	866.2
5327	8	10	22	866.2
5328	8	10	23	566.2
5329	8	11	0	429
5330	8	11	1	429
5331	8	11	2	429
5332	8	11	3	429
5333	8	11	4	429
5334	8	11	5	429
5335	8	11	6	609
5336	8	11	7	609
5337	8	11	8	609
5338	8	11	9	609
5339	8	11	10	609
5340	8	11	11	609
5341	8	11	12	849
5342	8	11	13	849
5343	8	11	14	849
5344	8	11	15	849
5345	8	11	16	849
5346	8	11	17	729
5347	8	11	18	729
5348	8	11	19	729
5349	8	11	20	729
5350	8	11	21	729
5351	8	11	22	729
5352	8	11	23	429
5353	8	12	0	429
5354	8	12	1	429
5355	8	12	2	429
5356	8	12	3	429
5357	8	12	4	429
5358	8	12	5	429
5359	8	12	6	609
5360	8	12	7	609
5361	8	12	8	609
5362	8	12	9	609
5363	8	12	10	609
5364	8	12	11	609
5365	8	12	12	849
5366	8	12	13	849
5367	8	12	14	849
5368	8	12	15	849
5369	8	12	16	849
5370	8	12	17	729
5371	8	12	18	729
5372	8	12	19	729
5373	8	12	20	729
5374	8	12	21	729
5375	8	12	22	729
5376	8	12	23	429
5377	8	13	0	566.2
5378	8	13	1	566.2
5379	8	13	2	566.2
5380	8	13	3	566.2
5381	8	13	4	493.063904768736
5382	8	13	5	429
5383	8	13	6	874.333333333333
5384	8	13	7	9874
5385	8	13	8	6168
5386	8	13	9	6168
5387	8	13	10	9141.2
5388	8	13	11	9052.6
5389	8	13	12	7866.1
5390	8	13	13	849
5391	8	13	14	5481.5
5392	8	13	15	9187.5
5393	8	13	16	4820.33333333333
5394	8	13	17	729
5395	8	13	18	729
5396	8	13	19	994.333333333333
5397	8	13	20	796.53373351039
5398	8	13	21	866.2
5399	8	13	22	866.2
5400	8	13	23	566.2
5401	8	14	0	566.2
5402	8	14	1	566.2
5403	8	14	2	566.2
5404	8	14	3	566.2
5405	8	14	4	497.429419692224
5406	8	14	5	429
5407	8	14	6	874.333333333333
5408	8	14	7	9874
5409	8	14	8	6168
5410	8	14	9	6168
5411	8	14	10	8641.2
5412	8	14	11	8552.6
5413	8	14	12	7866.1
5414	8	14	13	849
5415	8	14	14	5481.5
5416	8	14	15	9187.5
5417	8	14	16	4820.33333333333
5418	8	14	17	729
5419	8	14	18	729
5420	8	14	19	994.333333333333
5421	8	14	20	801.695165344172
5422	8	14	21	866.2
5423	8	14	22	866.2
5424	8	14	23	566.2
5425	8	15	0	566.2
5426	8	15	1	566.2
5427	8	15	2	566.2
5428	8	15	3	566.2
5429	8	15	4	501.791976561372
5430	8	15	5	429
5431	8	15	6	874.333333333333
5432	8	15	7	9874
5433	8	15	8	6168
5434	8	15	9	6168
5435	8	15	10	9141.2
5436	8	15	11	9052.6
5437	8	15	12	7866.1
5438	8	15	13	849
5439	8	15	14	5481.5
5440	8	15	15	9187.5
5441	8	15	16	4820.33333333333
5442	8	15	17	729
5443	8	15	18	729
5444	8	15	19	994.333333333333
5445	8	15	20	806.899869750817
5446	8	15	21	866.2
5447	8	15	22	866.2
5448	8	15	23	566.2
5449	8	16	0	566.2
5450	8	16	1	566.2
5451	8	16	2	566.2
5452	8	16	3	566.2
5453	8	16	4	506.150289835757
5454	8	16	5	429
5455	8	16	6	874.333333333333
5456	8	16	7	9874
5457	8	16	8	6168
5458	8	16	9	6168
5459	8	16	10	8641.2
5460	8	16	11	8552.6
5461	8	16	12	7866.1
5462	8	16	13	849
5463	8	16	14	5481.5
5464	8	16	15	9187.5
5465	8	16	16	4820.33333333333
5466	8	16	17	729
5467	8	16	18	729
5468	8	16	19	994.333333333333
5469	8	16	20	812.145963135127
5470	8	16	21	866.2
5471	8	16	22	866.2
5472	8	16	23	566.2
5473	8	17	0	566.2
5474	8	17	1	566.2
5475	8	17	2	566.2
5476	8	17	3	566.2
5477	8	17	4	510.50316446421
5478	8	17	5	429
5479	8	17	6	874.333333333333
5480	8	17	7	9874
5481	8	17	8	6168
5482	8	17	9	6168
5483	8	17	10	9141.2
5484	8	17	11	9052.6
5485	8	17	12	7866.1
5486	8	17	13	849
5487	8	17	14	5481.5
5488	8	17	15	9187.5
5489	8	17	16	4820.33333333333
5490	8	17	17	729
5491	8	17	18	729
5492	8	17	19	994.333333333333
5493	8	17	20	817.431592656234
5494	8	17	21	866.2
5495	8	17	22	866.2
5496	8	17	23	566.2
5497	8	18	0	429
5498	8	18	1	429
5499	8	18	2	429
5500	8	18	3	429
5501	8	18	4	429
5502	8	18	5	429
5503	8	18	6	609
5504	8	18	7	609
5505	8	18	8	609
5506	8	18	9	609
5507	8	18	10	609
5508	8	18	11	609
5509	8	18	12	849
5510	8	18	13	849
5511	8	18	14	849
5512	8	18	15	849
5513	8	18	16	849
5514	8	18	17	729
5515	8	18	18	729
5516	8	18	19	729
5517	8	18	20	729
5518	8	18	21	729
5519	8	18	22	729
5520	8	18	23	429
5521	8	19	0	429
5522	8	19	1	429
5523	8	19	2	429
5524	8	19	3	429
5525	8	19	4	429
5526	8	19	5	429
5527	8	19	6	609
5528	8	19	7	609
5529	8	19	8	609
5530	8	19	9	609
5531	8	19	10	609
5532	8	19	11	609
5533	8	19	12	849
5534	8	19	13	849
5535	8	19	14	849
5536	8	19	15	849
5537	8	19	16	849
5538	8	19	17	729
5539	8	19	18	729
5540	8	19	19	729
5541	8	19	20	729
5542	8	19	21	729
5543	8	19	22	729
5544	8	19	23	429
5545	8	20	0	566.2
5546	8	20	1	566.2
5547	8	20	2	566.2
5548	8	20	3	566.2
5549	8	20	4	523.518519422693
5550	8	20	5	429
5551	8	20	6	874.333333333333
5552	8	20	7	9874
