N	M	D	H	PowerDemand
7733	11	19	4	566.2
7734	11	19	5	566.2
7735	11	19	6	1423.13333333333
7736	11	19	7	10021.7298237043
7737	11	19	8	6168
7738	11	19	9	6168
7739	11	19	10	9141.2
7740	11	19	11	9052.6
7741	11	19	12	7866.1
7742	11	19	13	849
7743	11	19	14	5481.5
7744	11	19	15	9187.5
7745	11	19	16	4820.33333333333
7746	11	19	17	858.87751267129
7747	11	19	18	866.2
7748	11	19	19	1131.53333333333
7749	11	19	20	866.2
7750	11	19	21	866.2
7751	11	19	22	866.2
7752	11	19	23	566.2
7753	11	20	0	566.2
7754	11	20	1	566.2
7755	11	20	2	566.2
7756	11	20	3	566.2
7757	11	20	4	566.2
7758	11	20	5	566.2
7759	11	20	6	1423.13333333333
7760	11	20	7	10034.8634829398
7761	11	20	8	6168
7762	11	20	9	6168
7763	11	20	10	8641.2
7764	11	20	11	8552.6
7765	11	20	12	7866.1
7766	11	20	13	849
7767	11	20	14	5481.5
7768	11	20	15	9187.5
7769	11	20	16	4820.33333333333
7770	11	20	17	861.069962033699
7771	11	20	18	866.2
7772	11	20	19	1131.53333333333
7773	11	20	20	866.2
7774	11	20	21	866.2
7775	11	20	22	866.2
7776	11	20	23	566.2
7777	11	21	0	566.2
7778	11	21	1	566.2
7779	11	21	2	566.2
7780	11	21	3	566.2
7781	11	21	4	566.2
7782	11	21	5	566.2
7783	11	21	6	1423.13333333333
7784	11	21	7	10047.8296147236
7785	11	21	8	6168
7786	11	21	9	6168
7787	11	21	10	9141.2
7788	11	21	11	9052.6
7789	11	21	12	7866.1
7790	11	21	13	849
7791	11	21	14	5481.5
7792	11	21	15	9187.5
7793	11	21	16	4820.33333333333
7794	11	21	17	863.165358569138
7795	11	21	18	866.2
7796	11	21	19	1131.53333333333
7797	11	21	20	866.2
7798	11	21	21	866.2
7799	11	21	22	866.2
7800	11	21	23	566.2
7801	11	22	0	566.2
7802	11	22	1	566.2
7803	11	22	2	566.2
7804	11	22	3	566.2
7805	11	22	4	566.2
7806	11	22	5	566.2
7807	11	22	6	1423.13333333333
7808	11	22	7	10060.62033126
7809	11	22	8	6168
7810	11	22	9	6168
7811	11	22	10	8641.2
7812	11	22	11	8552.6
7813	11	22	12	7866.1
7814	11	22	13	849
7815	11	22	14	5481.5
7816	11	22	15	9187.5
7817	11	22	16	4820.33333333333
7818	11	22	17	865.162719674064
7819	11	22	18	866.2
7820	11	22	19	1131.53333333333
7821	11	22	20	866.2
7822	11	22	21	866.2
7823	11	22	22	866.2
7824	11	22	23	566.2
7825	11	23	0	566.2
7826	11	23	1	566.2
7827	11	23	2	566.2
7828	11	23	3	566.2
7829	11	23	4	566.2
7830	11	23	5	566.2
7831	11	23	6	1423.13333333333
7832	11	23	7	10073.2276569768
7833	11	23	8	6168
7834	11	23	9	6168
7835	11	23	10	9141.2
7836	11	23	11	9052.6
7837	11	23	12	7866.1
7838	11	23	13	849
7839	11	23	14	5481.5
7840	11	23	15	9187.5
7841	11	23	16	4824.63882773199
7842	11	23	17	866.2
7843	11	23	18	866.2
7844	11	23	19	1131.53333333333
7845	11	23	20	866.2
7846	11	23	21	866.2
7847	11	23	22	866.2
7848	11	23	23	566.2
7849	11	24	0	429
7850	11	24	1	429
7851	11	24	2	429
7852	11	24	3	429
7853	11	24	4	429
7854	11	24	5	429
7855	11	24	6	609
7856	11	24	7	609
7857	11	24	8	609
7858	11	24	9	609
7859	11	24	10	609
7860	11	24	11	609
7861	11	24	12	849
7862	11	24	13	849
7863	11	24	14	849
7864	11	24	15	849
7865	11	24	16	849
7866	11	24	17	729
7867	11	24	18	729
7868	11	24	19	729
7869	11	24	20	729
7870	11	24	21	729
7871	11	24	22	729
7872	11	24	23	429
7873	11	25	0	429
7874	11	25	1	429
7875	11	25	2	429
7876	11	25	3	429
7877	11	25	4	429
7878	11	25	5	429
7879	11	25	6	609
7880	11	25	7	609
7881	11	25	8	609
7882	11	25	9	609
7883	11	25	10	609
7884	11	25	11	609
7885	11	25	12	849
7886	11	25	13	849
7887	11	25	14	849
7888	11	25	15	849
7889	11	25	16	849
7890	11	25	17	729
7891	11	25	18	729
7892	11	25	19	729
7893	11	25	20	729
7894	11	25	21	729
7895	11	25	22	729
7896	11	25	23	429
7897	11	26	0	566.2
7898	11	26	1	566.2
7899	11	26	2	566.2
7900	11	26	3	566.2
7901	11	26	4	566.2
7902	11	26	5	566.2
7903	11	26	6	1423.13333333333
7904	11	26	7	10109.868505035
7905	11	26	8	6168
7906	11	26	9	6168
7907	11	26	10	9141.2
7908	11	26	11	9052.6
7909	11	26	12	7866.1
7910	11	26	13	849
7911	11	26	14	5481.5
7912	11	26	15	9187.5
7913	11	26	16	4850.10068480404
7914	11	26	17	866.2
7915	11	26	18	866.2
7916	11	26	19	1131.53333333333
7917	11	26	20	866.2
7918	11	26	21	866.2
7919	11	26	22	866.2
7920	11	26	23	566.2
7921	11	27	0	566.2
7922	11	27	1	566.2
7923	11	27	2	566.2
7924	11	27	3	566.2
7925	11	27	4	566.2
7926	11	27	5	566.2
7927	11	27	6	1423.13333333333
7928	11	27	7	10121.661240805
7929	11	27	8	6168
7930	11	27	9	6168
7931	11	27	10	8641.2
7932	11	27	11	8552.6
7933	11	27	12	7866.1
7934	11	27	13	849
7935	11	27	14	5481.5
7936	11	27	15	9187.5
7937	11	27	16	4857.56963399715
7938	11	27	17	866.2
7939	11	27	18	866.2
7940	11	27	19	1131.53333333333
7941	11	27	20	866.2
7942	11	27	21	866.2
7943	11	27	22	866.2
7944	11	27	23	566.2
7945	11	28	0	566.2
7946	11	28	1	566.2
7947	11	28	2	566.2
7948	11	28	3	566.2
7949	11	28	4	566.2
7950	11	28	5	566.2
7951	11	28	6	1423.13333333333
7952	11	28	7	10133.2298819762
7953	11	28	8	6168
7954	11	28	9	6168
7955	11	28	10	9141.2
7956	11	28	11	9052.6
7957	11	28	12	7866.1
7958	11	28	13	849
7959	11	28	14	5481.5
7960	11	28	15	9187.5
7961	11	28	16	4864.52312636812
7962	11	28	17	866.2
7963	11	28	18	866.2
7964	11	28	19	1131.53333333333
7965	11	28	20	866.2
7966	11	28	21	866.2
7967	11	28	22	866.2
7968	11	28	23	566.2
7969	11	29	0	566.2
7970	11	29	1	566.2
7971	11	29	2	566.2
7972	11	29	3	566.2
7973	11	29	4	566.2
7974	11	29	5	566.2
7975	11	29	6	1423.13333333333
7976	11	29	7	10144.5662265468
7977	11	29	8	6168
7978	11	29	9	6168
7979	11	29	10	8641.2
7980	11	29	11	8552.6
7981	11	29	12	7866.1
7982	11	29	13	849
7983	11	29	14	5481.5
7984	11	29	15	9187.5
7985	11	29	16	4870.95775898564
7986	11	29	17	866.2
7987	11	29	18	866.2
7988	11	29	19	1131.53333333333
7989	11	29	20	866.2
7990	11	29	21	866.2
7991	11	29	22	866.2
7992	11	29	23	566.2
7993	11	30	0	566.2
7994	11	30	1	566.2
7995	11	30	2	566.2
7996	11	30	3	566.2
7997	11	30	4	566.2
7998	11	30	5	566.2
7999	11	30	6	1423.13333333333
8000	11	30	7	10155.6620883022
8001	11	30	8	6168
8002	11	30	9	6168
8003	11	30	10	9141.2
8004	11	30	11	9052.6
8005	11	30	12	7866.1
8006	11	30	13	849
8007	11	30	14	5481.5
8008	11	30	15	9187.5
8009	11	30	16	4876.87039284498
8010	11	30	17	866.2
8011	11	30	18	866.2
8012	11	30	19	1131.53333333333
8013	11	30	20	866.2
8014	11	30	21	866.2
8015	11	30	22	866.2
8016	11	30	23	566.2
8017	12	1	0	429
8018	12	1	1	429
8019	12	1	2	429
8020	12	1	3	429
8021	12	1	4	429
8022	12	1	5	429
8023	12	1	6	609
8024	12	1	7	609
8025	12	1	8	609
8026	12	1	9	609
8027	12	1	10	609
8028	12	1	11	609
8029	12	1	12	849
8030	12	1	13	849
8031	12	1	14	849
8032	12	1	15	849
8033	12	1	16	849
8034	12	1	17	729
8035	12	1	18	729
8036	12	1	19	729
8037	12	1	20	729
8038	12	1	21	729
8039	12	1	22	729
8040	12	1	23	429
8041	12	2	0	429
8042	12	2	1	429
8043	12	2	2	429
8044	12	2	3	429
8045	12	2	4	429
8046	12	2	5	429
8047	12	2	6	609
8048	12	2	7	609
8049	12	2	8	609
8050	12	2	9	609
8051	12	2	10	609
8052	12	2	11	609
8053	12	2	12	849
8054	12	2	13	849
8055	12	2	14	849
8056	12	2	15	849
8057	12	2	16	849
8058	12	2	17	729
8059	12	2	18	729
8060	12	2	19	729
8061	12	2	20	729
8062	12	2	21	729
8063	12	2	22	729
8064	12	2	23	429
8065	12	3	0	566.2
8066	12	3	1	566.2
8067	12	3	2	566.2
8068	12	3	3	566.2
8069	12	3	4	566.2
8070	12	3	5	566.2
8071	12	3	6	1423.13333333333
8072	12	3	7	10187.4254882606
8073	12	3	8	6168
8074	12	3	9	6168
8075	12	3	10	9141.2
8076	12	3	11	9052.6
8077	12	3	12	7866.1
8078	12	3	13	849
8079	12	3	14	5481.5
8080	12	3	15	9187.5
8081	12	3	16	4891.44912634083
8082	12	3	17	866.2
8083	12	3	18	866.2
8084	12	3	19	1131.53333333333
8085	12	3	20	866.2
8086	12	3	21	866.2
8087	12	3	22	866.2
8088	12	3	23	566.2
8089	12	4	0	566.2
8090	12	4	1	566.2
8091	12	4	2	566.2
8092	12	4	3	566.2
8093	12	4	4	566.2
8094	12	4	5	566.2
8095	12	4	6	1423.13333333333
8096	12	4	7	10197.4784348817
8097	12	4	8	6168
8098	12	4	9	6168
8099	12	4	10	8641.2
8100	12	4	11	8552.6
8101	12	4	12	7866.1
8102	12	4	13	849
8103	12	4	14	5481.5
8104	12	4	15	9187.5
8105	12	4	16	4895.24807842154
8106	12	4	17	866.2
8107	12	4	18	866.2
8108	12	4	19	1131.53333333333
8109	12	4	20	866.2
8110	12	4	21	866.2
8111	12	4	22	866.2
8112	12	4	23	566.2
8113	12	5	0	566.2
8114	12	5	1	566.2
8115	12	5	2	566.2
8116	12	5	3	566.2
8117	12	5	4	566.2
8118	12	5	5	566.2
8119	12	5	6	1423.13333333333
8120	12	5	7	10207.2507680594
8121	12	5	8	6168
8122	12	5	9	6168
8123	12	5	10	9141.2
8124	12	5	11	9052.6
8125	12	5	12	7866.1
8126	12	5	13	849
8127	12	5	14	5481.5
8128	12	5	15	9187.5
8129	12	5	16	4898.51371808947
8130	12	5	17	866.2
8131	12	5	18	866.2
8132	12	5	19	1131.53333333333
8133	12	5	20	866.2
8134	12	5	21	866.2
8135	12	5	22	866.2
8136	12	5	23	566.2
8137	12	6	0	566.2
8138	12	6	1	566.2
8139	12	6	2	566.2
8140	12	6	3	566.2
8141	12	6	4	566.2
8142	12	6	5	566.2
8143	12	6	6	1423.13333333333
8144	12	6	7	10216.7347350525
8145	12	6	8	6168
8146	12	6	9	6168
8147	12	6	10	8641.2
8148	12	6	11	8552.6
8149	12	6	12	7866.1
8150	12	6	13	849
8151	12	6	14	5481.5
8152	12	6	15	9187.5
8153	12	6	16	4901.24474048991
8154	12	6	17	866.2
8155	12	6	18	866.2
8156	12	6	19	1131.53333333333
8157	12	6	20	866.2
8158	12	6	21	866.2
8159	12	6	22	866.2
8160	12	6	23	566.2
8161	12	7	0	566.2
8162	12	7	1	566.2
8163	12	7	2	566.2
8164	12	7	3	566.2
8165	12	7	4	566.2
8166	12	7	5	566.2
8167	12	7	6	1423.13333333333
8168	12	7	7	10225.9227116504
8169	12	7	8	6168
8170	12	7	9	6168
8171	12	7	10	9141.2
8172	12	7	11	9052.6
8173	12	7	12	7866.1
8174	12	7	13	849
8175	12	7	14	5481.5
8176	12	7	15	9187.5
8177	12	7	16	4903.44018569252
8178	12	7	17	866.2
8179	12	7	18	866.2
8180	12	7	19	1131.53333333333
8181	12	7	20	866.2
8182	12	7	21	866.2
8183	12	7	22	866.2
8184	12	7	23	566.2
8185	12	8	0	429
8186	12	8	1	429
8187	12	8	2	429
8188	12	8	3	429
8189	12	8	4	429
8190	12	8	5	429
8191	12	8	6	609
8192	12	8	7	609
8193	12	8	8	609
8194	12	8	9	609
8195	12	8	10	609
8196	12	8	11	609
8197	12	8	12	849
8198	12	8	13	849
8199	12	8	14	849
8200	12	8	15	849
8201	12	8	16	849
8202	12	8	17	729
8203	12	8	18	729
8204	12	8	19	729
8205	12	8	20	729
8206	12	8	21	729
8207	12	8	22	729
8208	12	8	23	429
8209	12	9	0	429
8210	12	9	1	429
8211	12	9	2	429
8212	12	9	3	429
8213	12	9	4	429
8214	12	9	5	429
8215	12	9	6	609
8216	12	9	7	609
8217	12	9	8	609
8218	12	9	9	609
8219	12	9	10	609
8220	12	9	11	609
8221	12	9	12	849
8222	12	9	13	849
8223	12	9	14	849
8224	12	9	15	849
8225	12	9	16	849
8226	12	9	17	729
8227	12	9	18	729
8228	12	9	19	729
8229	12	9	20	729
8230	12	9	21	729
8231	12	9	22	729
8232	12	9	23	429
8233	12	10	0	566.2
8234	12	10	1	566.2
8235	12	10	2	566.2
8236	12	10	3	566.2
8237	12	10	4	566.2
8238	12	10	5	566.2
8239	12	10	6	1423.13333333333
8240	12	10	7	10251.6367108119
8241	12	10	8	6168
8242	12	10	9	6168
8243	12	10	10	9141.2
8244	12	10	11	9052.6
8245	12	10	12	7866.1
8246	12	10	13	849
8247	12	10	14	5481.5
8248	12	10	15	9187.5
8249	12	10	16	4906.80883927713
8250	12	10	17	866.2
8251	12	10	18	866.2
8252	12	10	19	1131.53333333333
8253	12	10	20	866.2
8254	12	10	21	866.2
8255	12	10	22	866.2
8256	12	10	23	566.2
8257	12	11	0	566.2
8258	12	11	1	566.2
8259	12	11	2	566.2
8260	12	11	3	566.2
8261	12	11	4	566.2
8262	12	11	5	566.2
8263	12	11	6	1423.13333333333
8264	12	11	7	10259.5675940716
8265	12	11	8	6168
8266	12	11	9	6168
8267	12	11	10	8641.2
8268	12	11	11	8552.6
8269	12	11	12	7866.1
8270	12	11	13	849
8271	12	11	14	5481.5
8272	12	11	15	9187.5
8273	12	11	16	4906.8596131426
8274	12	11	17	866.2
8275	12	11	18	866.2
8276	12	11	19	1131.53333333333
8277	12	11	20	866.2
8278	12	11	21	866.2
8279	12	11	22	866.2
8280	12	11	23	566.2
8281	12	12	0	566.2
8282	12	12	1	566.2
8283	12	12	2	566.2
8284	12	12	3	566.2
8285	12	12	4	566.2
8286	12	12	5	566.2
8287	12	12	6	1423.13333333333
8288	12	12	7	10267.1668280616
8289	12	12	8	6168
8290	12	12	9	6168
8291	12	12	10	9141.2
8292	12	12	11	9052.6
8293	12	12	12	7866.1
8294	12	12	13	849
8295	12	12	14	5481.5
8296	12	12	15	9187.5
8297	12	12	16	4906.37551275165
8298	12	12	17	866.2
8299	12	12	18	866.2
8300	12	12	19	1131.53333333333
8301	12	12	20	866.2
8302	12	12	21	866.2
8303	12	12	22	866.2
8304	12	12	23	566.2
8305	12	13	0	566.2
8306	12	13	1	566.2
8307	12	13	2	566.2
8308	12	13	3	566.2
8309	12	13	4	566.2
8310	12	13	5	566.2
8311	12	13	6	1423.13333333333
8312	12	13	7	10274.4278742044
8313	12	13	8	6168
8314	12	13	9	6168
8315	12	13	10	8641.2
8316	12	13	11	8552.6
8317	12	13	12	7866.1
8318	12	13	13	849
8319	12	13	14	5481.5
8320	12	13	15	9187.5
8321	12	13	16	4905.35783480223
8322	12	13	17	866.2
8323	12	13	18	866.2
8324	12	13	19	1131.53333333333
8325	12	13	20	866.2
8326	12	13	21	866.2
8327	12	13	22	866.2
8328	12	13	23	566.2
8329	12	14	0	566.2
8330	12	14	1	566.2
8331	12	14	2	566.2
8332	12	14	3	566.2
8333	12	14	4	566.2
8334	12	14	5	566.2
8335	12	14	6	1423.13333333333
8336	12	14	7	10281.3444226601
8337	12	14	8	6168
8338	12	14	9	6168
8339	12	14	10	9141.2
8340	12	14	11	9052.6
8341	12	14	12	7866.1
8342	12	14	13	849
8343	12	14	14	5481.5
8344	12	14	15	9187.5
8345	12	14	16	4903.80827591168
8346	12	14	17	866.2
8347	12	14	18	866.2
8348	12	14	19	1131.53333333333
8349	12	14	20	866.2
8350	12	14	21	866.2
8351	12	14	22	866.2
8352	12	14	23	566.2
8353	12	15	0	429
8354	12	15	1	429
8355	12	15	2	429
8356	12	15	3	429
8357	12	15	4	429
8358	12	15	5	429
8359	12	15	6	609
8360	12	15	7	609
8361	12	15	8	609
8362	12	15	9	609
8363	12	15	10	609
8364	12	15	11	609
8365	12	15	12	849
8366	12	15	13	849
8367	12	15	14	849
8368	12	15	15	849
8369	12	15	16	849
8370	12	15	17	729
8371	12	15	18	729
8372	12	15	19	729
8373	12	15	20	729
8374	12	15	21	729
8375	12	15	22	729
8376	12	15	23	429
8377	12	16	0	429
8378	12	16	1	429
8379	12	16	2	429
8380	12	16	3	429
8381	12	16	4	429
8382	12	16	5	429
8383	12	16	6	609
8384	12	16	7	609
8385	12	16	8	609
8386	12	16	9	609
8387	12	16	10	609
8388	12	16	11	609
8389	12	16	12	849
8390	12	16	13	849
8391	12	16	14	849
8392	12	16	15	849
8393	12	16	16	849
8394	12	16	17	729
8395	12	16	18	729
8396	12	16	19	729
8397	12	16	20	729
8398	12	16	21	729
8399	12	16	22	729
8400	12	16	23	429
8401	12	17	0	566.2
8402	12	17	1	566.2
8403	12	17	2	566.2
8404	12	17	3	566.2
8405	12	17	4	566.2
8406	12	17	5	566.2
8407	12	17	6	1423.13333333333
8408	12	17	7	10299.9676602551
8409	12	17	8	6168
8410	12	17	9	6168
8411	12	17	10	9141.2
8412	12	17	11	9052.6
8413	12	17	12	7866.1
8414	12	17	13	849
8415	12	17	14	5481.5
8416	12	17	15	9187.5
8417	12	17	16	4895.99136112796
8418	12	17	17	866.2
8419	12	17	18	866.2
8420	12	17	19	1131.53333333333
8421	12	17	20	866.2
8422	12	17	21	866.2
8423	12	17	22	866.2
8424	12	17	23	566.2
8425	12	18	0	566.2
8426	12	18	1	566.2
8427	12	18	2	566.2
8428	12	18	3	566.2
8429	12	18	4	566.2
8430	12	18	5	566.2
8431	12	18	6	1423.13333333333
8432	12	18	7	10305.4480963754
8433	12	18	8	6168
8434	12	18	9	6168
8435	12	18	10	8641.2
8436	12	18	11	8552.6
8437	12	18	12	7866.1
8438	12	18	13	849
8439	12	18	14	5481.5
8440	12	18	15	9187.5
8441	12	18	16	4892.33937035024
8442	12	18	17	866.2
8443	12	18	18	866.2
8444	12	18	19	1131.53333333333
8445	12	18	20	866.2
8446	12	18	21	866.2
8447	12	18	22	866.2
8448	12	18	23	566.2
8449	12	19	0	566.2
8450	12	19	1	566.2
8451	12	19	2	566.2
8452	12	19	3	566.2
8453	12	19	4	566.2
8454	12	19	5	566.2
8455	12	19	6	1423.13333333333
8456	12	19	7	10310.5563073341
8457	12	19	8	6168
8458	12	19	9	6168
8459	12	19	10	9141.2
8460	12	19	11	9052.6
8461	12	19	12	7866.1
8462	12	19	13	849
8463	12	19	14	5481.5
8464	12	19	15	9187.5
8465	12	19	16	4888.17009210633
8466	12	19	17	866.2
8467	12	19	18	866.2
8468	12	19	19	1131.53333333333
8469	12	19	20	866.2
8470	12	19	21	866.2
8471	12	19	22	866.2
8472	12	19	23	566.2
8473	12	20	0	566.2
8474	12	20	1	566.2
8475	12	20	2	566.2
8476	12	20	3	566.2
8477	12	20	4	566.2
8478	12	20	5	566.2
8479	12	20	6	1423.13333333333
8480	12	20	7	10315.2875783555
8481	12	20	8	6168
8482	12	20	9	6168
8483	12	20	10	8641.2
8484	12	20	11	8552.6
8485	12	20	12	7866.1
8486	12	20	13	849
8487	12	20	14	5481.5
8488	12	20	15	9187.5
8489	12	20	16	4883.48767342748
8490	12	20	17	866.2
8491	12	20	18	866.2
8492	12	20	19	1131.53333333333
8493	12	20	20	866.2
8494	12	20	21	866.2
8495	12	20	22	866.2
8496	12	20	23	566.2
8497	12	21	0	566.2
8498	12	21	1	566.2
8499	12	21	2	566.2
8500	12	21	3	566.2
8501	12	21	4	566.2
8502	12	21	5	566.2
8503	12	21	6	1423.13333333333
8504	12	21	7	10319.6374894499
8505	12	21	8	6168
8506	12	21	9	6168
8507	12	21	10	9141.2
8508	12	21	11	9052.6
8509	12	21	12	7866.1
8510	12	21	13	849
8511	12	21	14	5481.5
8512	12	21	15	9187.5
8513	12	21	16	4878.29666722417
8514	12	21	17	866.2
8515	12	21	18	866.2
8516	12	21	19	1131.53333333333
8517	12	21	20	866.2
8518	12	21	21	866.2
8519	12	21	22	866.2
8520	12	21	23	566.2
8521	12	22	0	429
8522	12	22	1	429
8523	12	22	2	429
8524	12	22	3	429
8525	12	22	4	429
8526	12	22	5	429
8527	12	22	6	609
8528	12	22	7	609
8529	12	22	8	609
8530	12	22	9	609
8531	12	22	10	609
8532	12	22	11	609
8533	12	22	12	849
8534	12	22	13	849
8535	12	22	14	849
8536	12	22	15	849
8537	12	22	16	849
8538	12	22	17	729
8539	12	22	18	729
8540	12	22	19	729
8541	12	22	20	729
8542	12	22	21	729
8543	12	22	22	729
8544	12	22	23	429
8545	12	23	0	429
8546	12	23	1	429
8547	12	23	2	429
8548	12	23	3	429
8549	12	23	4	429
8550	12	23	5	429
8551	12	23	6	609
8552	12	23	7	609
8553	12	23	8	609
8554	12	23	9	609
8555	12	23	10	609
8556	12	23	11	609
8557	12	23	12	849
8558	12	23	13	849
8559	12	23	14	849
8560	12	23	15	849
8561	12	23	16	849
8562	12	23	17	729
8563	12	23	18	729
8564	12	23	19	729
8565	12	23	20	729
8566	12	23	21	729
8567	12	23	22	729
8568	12	23	23	429
8569	12	24	0	566.2
8570	12	24	1	566.2
8571	12	24	2	566.2
8572	12	24	3	566.2
8573	12	24	4	566.2
8574	12	24	5	566.2
8575	12	24	6	1423.13333333333
8576	12	24	7	10330.3593986542
8577	12	24	8	6168
8578	12	24	9	6168
8579	12	24	10	9141.2
8580	12	24	11	9052.6
8581	12	24	12	7866.1
8582	12	24	13	849
8583	12	24	14	5481.5
8584	12	24	15	9187.5
8585	12	24	16	4859.72364716629
8586	12	24	17	866.2
8587	12	24	18	866.2
8588	12	24	19	1131.53333333333
8589	12	24	20	866.2
8590	12	24	21	866.2
8591	12	24	22	866.2
8592	12	24	23	566.2
8593	12	25	0	566.2
8594	12	25	1	566.2
8595	12	25	2	566.2
8596	12	25	3	566.2
8597	12	25	4	566.2
8598	12	25	5	566.2
8599	12	25	6	1423.13333333333
8600	12	25	7	10333.1457458709
8601	12	25	8	6168
8602	12	25	9	6168
8603	12	25	10	8641.2
8604	12	25	11	8552.6
8605	12	25	12	7866.1
8606	12	25	13	849
8607	12	25	14	5481.5
8608	12	25	15	9187.5
8609	12	25	16	4852.55176974377
8610	12	25	17	866.2
8611	12	25	18	866.2
8612	12	25	19	1131.53333333333
8613	12	25	20	866.2
8614	12	25	21	866.2
8615	12	25	22	866.2
8616	12	25	23	566.2
8617	12	26	0	566.2
8618	12	26	1	566.2
8619	12	26	2	566.2
8620	12	26	3	566.2
8621	12	26	4	566.2
8622	12	26	5	566.2
8623	12	26	6	1423.13333333333
8624	12	26	7	10335.5332210361
8625	12	26	8	6168
8626	12	26	9	6168
8627	12	26	10	9141.2
8628	12	26	11	9052.6
8629	12	26	12	7866.1
8630	12	26	13	849
8631	12	26	14	5481.5
8632	12	26	15	9187.5
8633	12	26	16	4844.89997206121
8634	12	26	17	866.2
8635	12	26	18	866.2
8636	12	26	19	1131.53333333333
8637	12	26	20	866.2
8638	12	26	21	866.2
8639	12	26	22	866.2
8640	12	26	23	566.2
8641	12	27	0	566.2
8642	12	27	1	566.2
8643	12	27	2	566.2
8644	12	27	3	566.2
8645	12	27	4	566.2
8646	12	27	5	566.2
8647	12	27	6	1423.13333333333
8648	12	27	7	10337.519258539
8649	12	27	8	6168
8650	12	27	9	6168
8651	12	27	10	8641.2
8652	12	27	11	8552.6
8653	12	27	12	7866.1
8654	12	27	13	849
8655	12	27	14	5481.5
8656	12	27	15	9187.5
8657	12	27	16	4836.77511348122
8658	12	27	17	866.2
8659	12	27	18	866.2
8660	12	27	19	1131.53333333333
8661	12	27	20	866.2
8662	12	27	21	866.2
8663	12	27	22	866.2
8664	12	27	23	566.2
8665	12	28	0	566.2
8666	12	28	1	566.2
8667	12	28	2	566.2
8668	12	28	3	566.2
8669	12	28	4	566.2
8670	12	28	5	566.2
8671	12	28	6	1423.13333333333
8672	12	28	7	10339.1016068597
8673	12	28	8	6168
8674	12	28	9	6168
8675	12	28	10	9141.2
8676	12	28	11	9052.6
8677	12	28	12	7866.1
8678	12	28	13	849
8679	12	28	14	5481.5
8680	12	28	15	9187.5
8681	12	28	16	4828.1844047912
8682	12	28	17	866.2
8683	12	28	18	866.2
8684	12	28	19	1131.53333333333
8685	12	28	20	866.2
8686	12	28	21	866.2
8687	12	28	22	866.2
8688	12	28	23	566.2
8689	12	29	0	429
8690	12	29	1	429
8691	12	29	2	429
8692	12	29	3	429
8693	12	29	4	429
8694	12	29	5	429
8695	12	29	6	609
8696	12	29	7	609
8697	12	29	8	609
8698	12	29	9	609
8699	12	29	10	609
8700	12	29	11	609
8701	12	29	12	849
8702	12	29	13	849
8703	12	29	14	849
8704	12	29	15	849
8705	12	29	16	849
8706	12	29	17	729
8707	12	29	18	729
8708	12	29	19	729
8709	12	29	20	729
8710	12	29	21	729
8711	12	29	22	729
8712	12	29	23	429
8713	12	30	0	429
8714	12	30	1	429
8715	12	30	2	429
8716	12	30	3	429
8717	12	30	4	429
8718	12	30	5	429
8719	12	30	6	609
8720	12	30	7	609
8721	12	30	8	609
8722	12	30	9	609
8723	12	30	10	609
8724	12	30	11	609
8725	12	30	12	849
8726	12	30	13	849
8727	12	30	14	849
8728	12	30	15	849
8729	12	30	16	849
8730	12	30	17	729
8731	12	30	18	729
8732	12	30	19	729
8733	12	30	20	729
8734	12	30	21	729
8735	12	30	22	729
8736	12	30	23	429
8737	12	31	0	566.2
8738	12	31	1	566.2
8739	12	31	2	566.2
8740	12	31	3	566.2
8741	12	31	4	566.2
8742	12	31	5	566.2
8743	12	31	6	1423.13333333333
8744	12	31	7	10341.408682899
8745	12	31	8	6168
8746	12	31	9	6168
8747	12	31	10	9141.2
8748	12	31	11	9052.6
8749	12	31	12	7866.1
8750	12	31	13	849
8751	12	31	14	5481.5
8752	12	31	15	9187.5
8753	12	31	16	4820.33333333333
8754	12	31	17	862.072190655584
8755	12	31	18	866.2
8756	12	31	19	1131.53333333333
8757	12	31	20	866.2
8758	12	31	21	866.2
8759	12	31	22	866.2
8760	12	31	23	566.2
