N	M	D	H	Qh
888	2	6	23	28823.7205687778
889	2	7	0	30490.1816703193
890	2	7	1	32041.2670845769
891	2	7	2	33468.1299149622
892	2	7	3	34782.283794334
893	2	7	4	35994.1752086911
894	2	7	5	36878.7958015275
895	2	7	6	37486.0193844654
896	2	7	7	37822.0160889441
897	2	7	8	37266.2012447336
898	2	7	9	35965.1794975321
899	2	7	10	34123.3816584975
900	2	7	11	32071.86227433
901	2	7	12	30132.5556726454
902	2	7	13	28647.7546465562
903	2	7	14	27804.0700952999
904	2	7	15	27685.9746937816
905	2	7	16	28308.9760216228
906	2	7	17	29085.2000625762
907	2	7	18	29809.0199370165
908	2	7	19	30485.2927515526
909	2	7	20	31118.4254294346
910	2	7	21	31712.4164359882
911	2	7	22	32270.893636769
912	2	7	23	32777.6080964043
913	2	8	0	33256.8980210567
914	2	8	1	33691.7647172015
915	2	8	2	34086.3255741908
916	2	8	3	34463.8569094514
917	2	8	4	34806.3965624078
918	2	8	5	35117.187754787
919	2	8	6	35379.6325583005
920	2	8	7	35584.9367576013
921	2	8	8	35001.9801353369
922	2	8	9	33721.6786858619
923	2	8	10	31958.428355972
924	2	8	11	29998.5211240312
925	2	8	12	28162.6804146299
926	2	8	13	26790.4917345561
927	2	8	14	26119.752841646
928	2	8	15	26183.5751106617
929	2	8	16	27013.4487266603
930	2	8	17	28046.533221368
931	2	8	18	29022.946859186
932	2	8	19	29967.482757479
933	2	8	20	30863.554970216
934	2	8	21	31735.1959289454
935	2	8	22	32565.1295063778
936	2	8	23	33337.680821802
937	2	9	0	34058.1683791356
938	2	9	1	34731.4177340593
939	2	9	2	35361.8071832045
940	2	9	3	35972.8497689503
941	2	9	4	36546.7981147049
942	2	9	5	37106.6308692093
943	2	9	6	37634.1157927698
944	2	9	7	38088.8947084088
945	2	9	8	37729.5554645798
946	2	9	9	36706.1102459786
947	2	9	10	35175.9092975954
948	2	9	11	33257.0472115378
949	2	9	12	31352.0663557654
950	2	9	13	29749.9591154292
951	2	9	14	26704.3128694183
952	2	9	15	24796.9152417227
953	2	9	16	24927.0089068546
954	2	9	17	26075.3139274811
955	2	9	18	27332.133772137
956	2	9	19	28706.9512399967
957	2	9	20	29993.4241579194
958	2	9	21	31219.2813354841
959	2	9	22	32370.6004227802
960	2	9	23	33493.3711210908
961	2	10	0	34570.6989018652
962	2	10	1	35626.336215239
963	2	10	2	36642.7529027305
964	2	10	3	37623.584147849
965	2	10	4	38572.1282052714
966	2	10	5	39491.377629281
967	2	10	6	40364.5070573702
968	2	10	7	40769.5840823237
969	2	10	8	36668.1492366922
970	2	10	9	25311.2448349953
971	2	10	10	14480.8734771857
972	2	10	11	5363.6772212883
973	2	10	12	0
974	2	10	13	0
975	2	10	14	0
976	2	10	15	0
977	2	10	16	0
978	2	10	17	0
979	2	10	18	0
980	2	10	19	0
981	2	10	20	1188.91823386775
982	2	10	21	4693.72456942097
983	2	10	22	7932.30781247303
984	2	10	23	10870.7213335151
985	2	11	0	13556.3270650835
986	2	11	1	15993.0160743102
987	2	11	2	18145.2376820459
988	2	11	3	20039.3578929322
989	2	11	4	21699.2989651715
990	2	11	5	23244.4686623296
991	2	11	6	24665.9640768371
992	2	11	7	25611.9378620724
993	2	11	8	23555.4454543148
994	2	11	9	16988.9705573439
995	2	11	10	10158.945706678
996	2	11	11	4132.816777377
997	2	11	12	0
998	2	11	13	0
999	2	11	14	0
1000	2	11	15	0
1001	2	11	16	0
1002	2	11	17	527.277019995154
1003	2	11	18	3624.43469597338
1004	2	11	19	6493.15240115129
1005	2	11	20	9076.44100793732
1006	2	11	21	11420.2962067225
1007	2	11	22	13527.369453351
1008	2	11	23	15517.3097544889
1009	2	12	0	17381.4330859045
1010	2	12	1	19150.9414072982
1011	2	12	2	20912.7663601748
1012	2	12	3	22687.1606318127
1013	2	12	4	24453.4186781664
1014	2	12	5	26095.0513070554
1015	2	12	6	27604.0689377908
1016	2	12	7	28725.1655760599
1017	2	12	8	27940.5663791124
1018	2	12	9	25450.0658035965
1019	2	12	10	21899.347819425
1020	2	12	11	17878.6704079073
1021	2	12	12	14102.2241852795
1022	2	12	13	11159.6118737452
1023	2	12	14	8623.26878969384
1024	2	12	15	8013.80640032789
1025	2	12	16	9341.16064175896
1026	2	12	17	11621.3990669337
1027	2	12	18	13768.4546446621
1028	2	12	19	15775.1309439732
1029	2	12	20	17713.0607402887
1030	2	12	21	19608.1563883126
1031	2	12	22	21444.8474423023
1032	2	12	23	23091.7633088097
1033	2	13	0	24566.4933968385
1034	2	13	1	25884.9968321499
1035	2	13	2	27081.2941112638
1036	2	13	3	28166.7119734379
1037	2	13	4	29151.5273333744
1038	2	13	5	30064.6051351464
1039	2	13	6	30893.0538601373
1040	2	13	7	31251.32610989
1041	2	13	8	29358.9388023292
1042	2	13	9	26366.0949421023
1043	2	13	10	22358.467582535
1044	2	13	11	16640.2983342039
1045	2	13	12	11308.7578647821
1046	2	13	13	6198.91568308617
1047	2	13	14	2063.7060855563
1048	2	13	15	47.6533009077684
1049	2	13	16	614.112100106468
1050	2	13	17	3312.41041508292
1051	2	13	18	6151.42659701178
1052	2	13	19	9098.57758899761
1053	2	13	20	11850.7326057681
1054	2	13	21	14425.9649476794
1055	2	13	22	16840.6727821264
1056	2	13	23	18972.9505513526
1057	2	14	0	20868.5159788558
1058	2	14	1	22529.7683170766
1059	2	14	2	24193.371047204
1060	2	14	3	25859.1063219853
1061	2	14	4	27526.7764854334
1062	2	14	5	29000.7966975338
1063	2	14	6	30318.6560521226
1064	2	14	7	30999.459106755
1065	2	14	8	29947.4342895451
1066	2	14	9	27231.4984896639
1067	2	14	10	26277.7979543102
1068	2	14	11	24973.4404759465
1069	2	14	12	23633.0781920572
1070	2	14	13	22632.282068065
1071	2	14	14	22209.4885230945
1072	2	14	15	22488.149195317
1073	2	14	16	23453.8445726173
1074	2	14	17	24699.6094721169
1075	2	14	18	25868.9911240992
1076	2	14	19	26949.5285980042
1077	2	14	20	28008.0781124809
1078	2	14	21	29046.6776326411
1079	2	14	22	30067.1762337743
1080	2	14	23	30973.5488567469
1081	2	15	0	31795.9138758226
1082	2	15	1	32522.517027769
1083	2	15	2	33259.9368014996
1084	2	15	3	34026.7112033587
1085	2	15	4	34800.5789344427
1086	2	15	5	35522.260894777
1087	2	15	6	36196.5939488584
1088	2	15	7	36032.1841061364
1089	2	15	8	32683.3716814008
1090	2	15	9	25844.8844131067
1091	2	15	10	18461.6504789915
1092	2	15	11	11737.0388369523
1093	2	15	12	5788.07858630057
1094	2	15	13	977.687107410929
1095	2	15	14	0
1096	2	15	15	0
1097	2	15	16	0
1098	2	15	17	2303.33192795342
1099	2	15	18	5079.55065551187
1100	2	15	19	7832.9407541446
1101	2	15	20	10174.8070990652
1102	2	15	21	12162.832527423
1103	2	15	22	13810.2724127293
1104	2	15	23	15305.0185009931
1105	2	16	0	16661.2232938519
1106	2	16	1	17891.7275611639
1107	2	16	2	19008.1819195711
1108	2	16	3	20040.697692815
1109	2	16	4	20977.5142206297
1110	2	16	5	21866.5825366429
1111	2	16	6	22731.8687583477
1112	2	16	7	23047.3920756651
1113	2	16	8	21874.6144609554
1114	2	16	9	18170.755377605
1115	2	16	10	13764.5482705864
1116	2	16	11	8113.60725847408
1117	2	16	12	2720.48737031696
1118	2	16	13	0
1119	2	16	14	0
1120	2	16	15	0
1121	2	16	16	0
1122	2	16	17	0
1123	2	16	18	952.936685439454
1124	2	16	19	4420.99343871405
1125	2	16	20	7606.69270267726
1126	2	16	21	10536.204923693
1127	2	16	22	13233.2749271029
1128	2	16	23	15699.9061867452
1129	2	17	0	17976.9975842532
1130	2	17	1	20062.5761669983
1131	2	17	2	21993.9329472368
1132	2	17	3	23765.8215001602
1133	2	17	4	25412.5627692758
1134	2	17	5	26945.7560937212
1135	2	17	6	28395.4662724454
1136	2	17	7	29495.5681749798
1137	2	17	8	29721.739831399
1138	2	17	9	29233.0760959601
1139	2	17	10	28188.0901391332
1140	2	17	11	26925.221010805
1141	2	17	12	25830.3781287452
1142	2	17	13	25177.4625613223
1143	2	17	14	25217.9522408483
1144	2	17	15	25995.1186997
1145	2	17	16	27530.3589056023
1146	2	17	17	29414.3986374479
1147	2	17	18	31221.5179480461
1148	2	17	19	32939.3056950551
1149	2	17	20	34634.6632706968
1150	2	17	21	36309.6696267121
1151	2	17	22	37966.2110261677
1152	2	17	23	39488.7556005528
1153	2	18	0	40889.7229131981
1154	2	18	1	42180.3814139537
1155	2	18	2	43429.5767818867
1156	2	18	3	44641.1520483764
1157	2	18	4	45818.5940515136
1158	2	18	5	46847.8231476922
1159	2	18	6	47762.1170753764
1160	2	18	7	47948.2309155912
1161	2	18	8	46373.9299241638
1162	2	18	9	42096.7769658432
1163	2	18	10	36905.6071307966
1164	2	18	11	31448.634869804
1165	2	18	12	27599.9225241662
1166	2	18	13	24653.6655657735
1167	2	18	14	23033.9833770017
1168	2	18	15	22292.0923088736
1169	2	18	16	23604.9781898942
1170	2	18	17	26067.7898683241
1171	2	18	18	28282.7940532627
1172	2	18	19	30292.4994576756
1173	2	18	20	32213.637054565
1174	2	18	21	34073.9563462478
1175	2	18	22	35859.5537576491
1176	2	18	23	37499.1927223846
1177	2	19	0	38986.8609223413
1178	2	19	1	40356.1843949262
1179	2	19	2	41579.0508801365
1180	2	19	3	42688.575368129
1181	2	19	4	43675.7224687199
1182	2	19	5	44551.8347918039
1183	2	19	6	45307.6631013744
1184	2	19	7	45686.7584995905
1185	2	19	8	45261.4851512749
1186	2	19	9	44148.9401449019
1187	2	19	10	42537.8976675404
1188	2	19	11	37413.1352681502
1189	2	19	12	32581.7760980783
1190	2	19	13	27592.9926549509
1191	2	19	14	23652.0572113534
1192	2	19	15	21689.3490520192
1193	2	19	16	22282.1536009974
1194	2	19	17	24769.8691919766
1195	2	19	18	27183.3340112664
1196	2	19	19	29509.8894787202
1197	2	19	20	31640.3475291224
1198	2	19	21	33573.3430001312
1199	2	19	22	35346.7183609496
1200	2	19	23	36955.7275316367
1201	2	20	0	38415.6048754619
1202	2	20	1	39740.1727510498
1203	2	20	2	41039.6751366875
1204	2	20	3	42316.435239951
1205	2	20	4	43572.5609407655
1206	2	20	5	44712.2619971822
1207	2	20	6	45746.3292861064
1208	2	20	7	45954.4025291052
1209	2	20	8	44319.1287726506
1210	2	20	9	41093.5598630715
1211	2	20	10	36848.802676667
1212	2	20	11	30924.5583642849
1213	2	20	12	25505.1935088318
1214	2	20	13	20348.38991529
1215	2	20	14	16930.3891009747
1216	2	20	15	15372.8240212899
1217	2	20	16	16457.6513792269
1218	2	20	17	19309.3489440685
1219	2	20	18	22013.9787835365
1220	2	20	19	24585.1719439599
1221	2	20	20	26996.2149704838
1222	2	20	21	29242.4109086994
1223	2	20	22	31358.5792445508
1224	2	20	23	33239.5283496396
1225	2	21	0	34907.0596370552
1226	2	21	1	36380.9538449118
1227	2	21	2	37718.2394244187
1228	2	21	3	38931.5780152174
1229	2	21	4	40032.4577065021
1230	2	21	5	41011.761257721
1231	2	21	6	41880.7570147692
1232	2	21	7	42299.6339760857
1233	2	21	8	41890.9144662337
1234	2	21	9	40806.6642222423
1235	2	21	10	39200.6274110315
1236	2	21	11	37350.8682315901
1237	2	21	12	35645.851882316
1238	2	21	13	34361.4766050848
1239	2	21	14	33710.1818178724
1240	2	21	15	33762.4620353267
1241	2	21	16	34488.3347529446
1242	2	21	17	35727.4709825162
1243	2	21	18	36890.8383461871
1244	2	21	19	37985.4595195241
1245	2	21	20	39056.7873786381
1246	2	21	21	40087.4403257262
1247	2	21	22	41100.7288859196
1248	2	21	23	42137.3435869611
1249	2	22	0	43175.5818833267
1250	2	22	1	44234.833841648
1251	2	22	2	45293.6112496843
1252	2	22	3	46371.4986417472
1253	2	22	4	47447.1842489436
1254	2	22	5	48638.1154471474
1255	2	22	6	49914.070090216
1256	2	22	7	50077.9939023005
1257	2	22	8	47349.0272441666
1258	2	22	9	41134.3676155127
1259	2	22	10	34005.129688768
1260	2	22	11	26537.4955919469
1261	2	22	12	20212.8365946294
1262	2	22	13	13371.4528634584
1263	2	22	14	9205.83048661001
1264	2	22	15	7546.38936300012
1265	2	22	16	8961.52750729016
1266	2	22	17	12195.3582893696
1267	2	22	18	15246.7031360231
1268	2	22	19	18152.0163986363
1269	2	22	20	20788.04923554
1270	2	22	21	23199.3005892548
1271	2	22	22	25387.0638945784
1272	2	22	23	27372.0532540437
1273	2	23	0	29192.6034235246
1274	2	23	1	30844.4149819309
1275	2	23	2	32421.2897541372
1276	2	23	3	33949.7138443676
1277	2	23	4	35414.6373781305
1278	2	23	5	36880.567587724
1279	2	23	6	38366.9517192686
1280	2	23	7	38706.5359573626
1281	2	23	8	37095.9110315425
1282	2	23	9	33508.7278361016
1283	2	23	10	31578.2606201708
1284	2	23	11	29426.7496746556
1285	2	23	12	27377.1787295516
1286	2	23	13	25771.9884077403
1287	2	23	14	25013.674099057
1288	2	23	15	25164.2594572843
1289	2	23	16	26227.087683543
1290	2	23	17	27684.7863553201
1291	2	23	18	28909.6747382302
1292	2	23	19	29942.871521763
1293	2	23	20	30665.359885802
1294	2	23	21	31105.9379969834
1295	2	23	22	31290.7348493411
1296	2	23	23	31497.4848129793
1297	2	24	0	31743.6937030777
1298	2	24	1	32006.1636987418
1299	2	24	2	32302.9281815877
1300	2	24	3	32611.2679993798
1301	2	24	4	32949.650836747
1302	2	24	5	33295.7515908674
1303	2	24	6	33648.854922734
1304	2	24	7	33595.3799573645
1305	2	24	8	31301.3173802062
1306	2	24	9	26450.9696899438
1307	2	24	10	19919.1684466086
1308	2	24	11	12975.6671641758
1309	2	24	12	6599.18249500038
1310	2	24	13	610.079520225781
1311	2	24	14	0
1312	2	24	15	0
1313	2	24	16	0
1314	2	24	17	0
1315	2	24	18	0
1316	2	24	19	2648.27031559776
1317	2	24	20	6193.6808205985
1318	2	24	21	9547.26701671689
1319	2	24	22	12707.2676864259
1320	2	24	23	15633.0037507587
1321	2	25	0	18365.7286932544
1322	2	25	1	20903.7912967347
1323	2	25	2	23323.85558949
1324	2	25	3	25617.3177540973
1325	2	25	4	27815.4525230775
1326	2	25	5	29868.4737130259
1327	2	25	6	31809.3717996248
1328	2	25	7	31815.9268408749
1329	2	25	8	28748.7717119404
1330	2	25	9	23192.8780466376
1331	2	25	10	17136.8964365058
1332	2	25	11	10715.9734119648
1333	2	25	12	4442.25998679144
1334	2	25	13	0
1335	2	25	14	0
1336	2	25	15	0
1337	2	25	16	0
1338	2	25	17	0
1339	2	25	18	0
1340	2	25	19	499.727745551581
1341	2	25	20	4087.95259965586
1342	2	25	21	7656.24982882969
1343	2	25	22	11206.4664350498
1344	2	25	23	14525.3321756968
1345	2	26	0	17653.8304728695
1346	2	26	1	20590.0650787385
1347	2	26	2	23351.8560505331
1348	2	26	3	25935.8312341192
1349	2	26	4	28378.0121259326
1350	2	26	5	30652.4599006764
1351	2	26	6	32774.7209869472
1352	2	26	7	32150.046758909
1353	2	26	8	27221.0064002479
1354	2	26	9	19883.2089839698
1355	2	26	10	12462.6947703916
1356	2	26	11	5653.47558201665
1357	2	26	12	0
1358	2	26	13	0
1359	2	26	14	0
1360	2	26	15	0
1361	2	26	16	0
1362	2	26	17	0
1363	2	26	18	0
1364	2	26	19	0
1365	2	26	20	0
1366	2	26	21	1543.52023526485
1367	2	26	22	5660.29826823069
1368	2	26	23	9493.21340390838
1369	2	27	0	13068.5756181663
1370	2	27	1	16410.2563334836
1371	2	27	2	19520.3738871044
1372	2	27	3	22400.8502771255
1373	2	27	4	25092.5104610644
1374	2	27	5	27554.2333130886
1375	2	27	6	29826.8712412096
1376	2	27	7	29140.9454208065
1377	2	27	8	26364.7835440622
1378	2	27	9	21829.7414693495
1379	2	27	10	21514.0665806132
1380	2	27	11	20560.3777408214
1381	2	27	12	19394.3287092509
1382	2	27	13	18325.0768632035
1383	2	27	14	14130.8123676538
1384	2	27	15	10996.3669900083
1385	2	27	16	10075.8950427348
1386	2	27	17	12248.9531384474
1387	2	27	18	14474.627403132
1388	2	27	19	16767.5816310066
1389	2	27	20	19023.8771927852
1390	2	27	21	21266.4523658361
1391	2	27	22	23477.0382809074
1392	2	27	23	25580.4376769674
1393	2	28	0	27606.1257410049
1394	2	28	1	29541.7646366502
1395	2	28	2	31278.4573141755
1396	2	28	3	32854.1837545799
1397	2	28	4	34264.3226443897
1398	2	28	5	35582.8432004444
1399	2	28	6	36818.2371142439
1400	2	28	7	35847.9182825818
1401	2	28	8	31150.2605327405
1402	2	28	9	23078.2946503155
1403	2	28	10	13311.2897443027
1404	2	28	11	4896.17932181545
1405	2	28	12	0
1406	2	28	13	0
1407	2	28	14	0
1408	2	28	15	0
1409	2	28	16	0
1410	2	28	17	0
1411	2	28	18	0
1412	2	28	19	0
1413	2	28	20	0
1414	2	28	21	0
1415	2	28	22	2922.6287683116
1416	2	28	23	6892.04288062797
1417	3	1	0	10571.7120446172
1418	3	1	1	13929.8697658319
1419	3	1	2	16996.315494589
1420	3	1	3	19798.0867040997
1421	3	1	4	22359.7148857209
1422	3	1	5	24625.2956156127
1423	3	1	6	26622.2682012142
1424	3	1	7	27738.3557560768
1425	3	1	8	28020.8471752815
1426	3	1	9	27625.9032339226
1427	3	1	10	26705.0317055464
1428	3	1	11	25399.5750256365
1429	3	1	12	24110.2500225225
1430	3	1	13	23122.1406797999
1431	3	1	14	22741.2608858913
1432	3	1	15	23058.1113736548
1433	3	1	16	24052.8267666775
1434	3	1	17	25737.853784625
1435	3	1	18	27338.6000991252
1436	3	1	19	28810.520984149
1437	3	1	20	30165.5566896272
1438	3	1	21	31434.0813278022
1439	3	1	22	32604.5726701977
1440	3	1	23	33627.4953311374
1441	3	2	0	34536.067338712
1442	3	2	1	35321.3467905448
1443	3	2	2	36053.382770541
1444	3	2	3	36756.6507271306
1445	3	2	4	37414.2764886926
1446	3	2	5	38010.9498747231
1447	3	2	6	38552.3202868967
1448	3	2	7	38406.3405414167
1449	3	2	8	37452.3025784867
1450	3	2	9	33226.6203854488
1451	3	2	10	28161.7772351126
1452	3	2	11	22770.3684836683
1453	3	2	12	17759.0006673086
1454	3	2	13	13678.231312349
1455	3	2	14	11104.8542877882
1456	3	2	15	10228.3636664765
1457	3	2	16	11045.1818365505
1458	3	2	17	13575.548578774
1459	3	2	18	16069.077683477
1460	3	2	19	18370.5738856986
1461	3	2	20	20439.2142007407
1462	3	2	21	22316.1215443838
1463	3	2	22	23999.5262334446
1464	3	2	23	25546.4442598736
1465	3	3	0	26949.9854084756
1466	3	3	1	28242.979187911
1467	3	3	2	29455.2122872574
1468	3	3	3	30574.6295005065
1469	3	3	4	31629.3740652952
1470	3	3	5	32586.3590978884
1471	3	3	6	33474.1860402517
1472	3	3	7	33612.4701994038
1473	3	3	8	32983.0900225716
1474	3	3	9	31754.6027301432
1475	3	3	10	30095.8597556757
1476	3	3	11	28210.4287035907
1477	3	3	12	26402.2759027398
1478	3	3	13	25034.8640048344
1479	3	3	14	24296.5622796817
1480	3	3	15	24308.3374953528
1481	3	3	16	25046.1159454858
1482	3	3	17	26517.5609011294
1483	3	3	18	27987.4180169486
1484	3	3	19	29360.1217851005
1485	3	3	20	30605.5958118634
1486	3	3	21	31755.1730004027
1487	3	3	22	32798.2010471658
1488	3	3	23	33744.5555131239
1489	3	4	0	34603.1966378916
1490	3	4	1	35382.2541767556
1491	3	4	2	36128.1854753088
1492	3	4	3	36824.5203054641
1493	3	4	4	37495.3960913047
1494	3	4	5	38123.6319668176
1495	3	4	6	38713.1800335965
1496	3	4	7	37645.9798678468
1497	3	4	8	34857.9504909765
1498	3	4	9	30896.425247937
1499	3	4	10	26108.7280117522
1500	3	4	11	21008.6631745582
1501	3	4	12	15093.6195250722
1502	3	4	13	10218.1789870372
1503	3	4	14	6996.25758837783
1504	3	4	15	6614.25383606229
1505	3	4	16	7855.19984884786
1506	3	4	17	10767.6492827409
1507	3	4	18	13736.376004789
1508	3	4	19	16469.0258934172
1509	3	4	20	19065.6420506116
1510	3	4	21	21538.8328314077
1511	3	4	22	23900.037979098
1512	3	4	23	26120.5558378037
1513	3	5	0	28213.4260799069
1514	3	5	1	30190.4797891552
1515	3	5	2	32042.9109289421
1516	3	5	3	33782.2702050062
1517	3	5	4	35419.0377400869
1518	3	5	5	36982.2628518534
1519	3	5	6	38459.2213065218
1520	3	5	7	39147.2983256563
1521	3	5	8	34812.3372530097
1522	3	5	9	28260.4378139979
1523	3	5	10	18759.5764044488
1524	3	5	11	11759.7575214575
1525	3	5	12	5846.5922688697
1526	3	5	13	48.221518329683
1527	3	5	14	0
1528	3	5	15	0
1529	3	5	16	0
1530	3	5	17	0
1531	3	5	18	0
1532	3	5	19	664.27810097025
1533	3	5	20	4843.00858441316
1534	3	5	21	8849.37737876612
1535	3	5	22	12679.8193637683
1536	3	5	23	16292.0187533473
1537	3	6	0	19706.2034725775
1538	3	6	1	22940.7266111025
1539	3	6	2	25992.6996427907
1540	3	6	3	28879.0423164016
1541	3	6	4	31615.1061652477
1542	3	6	5	34136.6576564724
1543	3	6	6	36463.5789761905
1544	3	6	7	35179.191719152
1545	3	6	8	30026.5940485815
1546	3	6	9	24216.7879433794
1547	3	6	10	18626.6619221726
1548	3	6	11	12615.5309378703
1549	3	6	12	8060.82747393475
1550	3	6	13	4196.09529200216
1551	3	6	14	1639.00629315208
1552	3	6	15	605.120619491117
1553	3	6	16	1121.60525085869
1554	3	6	17	3555.33997345105
1555	3	6	18	6410.92120746407
1556	3	6	19	9216.77750820891
1557	3	6	20	11801.6527027123
1558	3	6	21	14166.4879859206
1559	3	6	22	16351.2184184412
1560	3	6	23	18450.6993107846
1561	3	7	0	20453.2915092045
1562	3	7	1	22387.5157415819
1563	3	7	2	24162.0059753927
1564	3	7	3	25791.5672368995
1565	3	7	4	27289.6323410293
1566	3	7	5	28668.3890754773
1567	3	7	6	29906.0798215123
1568	3	7	7	30285.6283539825
1569	3	7	8	29753.2508287816
1570	3	7	9	28495.5321459336
1571	3	7	10	26655.0687356016
1572	3	7	11	24514.1269798239
1573	3	7	12	18661.2586471711
1574	3	7	13	13815.6967827229
1575	3	7	14	10640.3241611247
1576	3	7	15	11432.437043635
1577	3	7	16	12961.5286658861
